Index,Layer,Text,X,Y,Z
52,ADA020_ _,B,155.991237,170.105383,0.000000
53,ADA020_ _,A,197.329820,170.105383,0.000000
54,ADA020_ _,10,36.444333,158.287415,0.000000
55,ADA020_ _,9,37.340248,146.476392,0.000000
56,ADA020_ _,8,37.340248,134.665368,0.000000
57,ADA020_ _,7,37.340248,122.854345,0.000000
58,ADA020_ _,6,37.340248,111.043321,0.000000
59,ADA020_ _,5,37.340248,99.232297,0.000000
60,ADA020_ _,4,37.340248,87.421274,0.000000
61,ADA020_ _,3,37.340248,75.610250,0.000000
62,ADA020_ _,2,37.340248,63.799226,0.000000
63,ADA020_ _,1,37.340248,51.988203,0.000000
64,041--,FEMALE,162.389071,155.445044,0.000000
65,041--,W.C.,162.389071,154.382677,0.000000
66,041--,PANTRY,173.510833,157.316401,0.000000
67,041--,DN,170.313619,143.853231,0.000000
68,041--,UP,183.992332,54.932526,0.000000
69,041--,DN,183.172122,61.166122,0.000000
70,041--,H.R.,174.405704,63.170381,0.000000
71,041--,PANEL,176.268461,56.878270,0.000000
72,041--,SWITCH,175.206094,56.878270,0.000000
73,041--,405,161.472343,81.828800,0.000000
74,041--,407,185.757312,113.089515,0.000000
75,041--,GENERAL OFFICE,185.051051,110.979222,0.000000
76,041--,GROUP WORK UNIT,184.394357,112.032592,0.000000
77,041--,401,162.110446,108.687155,0.000000
78,041--,SUPPORTIVE GROUP,160.695367,107.630231,0.000000
79,041--,STUDY ROOM,185.982883,89.675428,0.000000
80,041--,406,185.564763,90.732352,0.000000
81,041--,TANK,54.313015,105.306926,0.000000
82,041--,FLUSHING,54.313015,107.436420,0.000000
83,041--,WATER,54.313015,106.369293,0.000000
84,041--,21000 L. DRENCHER TANK,88.399979,110.285531,0.000000
85,041--,WORK UNIT,160.695367,106.579283,0.000000
86,041--,ACTIVITY ROOM,161.472343,80.766408,0.000000
87,041--,"CAD Ref. D:
ROJECT
ROJ_99\MISCELL\99151005.dwg--1:100 --  25/05/1999 -- 15/47/02",273.293963,5.577428,0.000000
88,041--,W1,154.104349,54.773574,0.000000
89,041--,W1,154.104349,58.382498,0.000000
90,041--,W1,154.104349,61.991422,0.000000
91,041--,W1,154.104349,66.584598,0.000000
92,041--,W1,154.104349,70.193522,0.000000
93,041--,W1,154.104349,73.802446,0.000000
94,041--,W1,154.104349,82.004546,0.000000
95,041--,W1,154.104349,78.395622,0.000000
96,041--,W1,154.104349,85.613469,0.000000
97,041--,W1,154.104349,97.424493,0.000000
98,041--,W1,154.104349,90.206645,0.000000
99,041--,W1,154.104349,93.815569,0.000000
100,041--,W1,154.104349,102.017669,0.000000
101,041--,W1,154.104349,105.626593,0.000000
102,041--,W1,154.104349,109.235517,0.000000
103,041--,W1,154.104349,113.828693,0.000000
104,041--,W1,154.104349,117.437616,0.000000
105,041--,W1,154.104349,121.046540,0.000000
106,041--,W1,199.941521,125.639716,0.000000
107,041--,W1,199.941521,129.248640,0.000000
108,041--,W1,199.941521,132.857564,0.000000
109,041--,W1,199.941521,137.450740,0.000000
110,041--,W1,199.941521,141.059664,0.000000
111,041--,W1,199.941521,144.668588,0.000000
112,041--,W1,199.941521,149.261763,0.000000
113,041--,W1,199.941521,152.870687,0.000000
114,041--,W1,199.941521,156.479611,0.000000
115,041--,W1,199.941521,66.584598,0.000000
116,041--,W1,199.941521,70.193522,0.000000
117,041--,W1,199.941521,73.802446,0.000000
118,041--,W1,199.941521,82.004546,0.000000
119,041--,W1,199.941521,78.395622,0.000000
120,041--,W1,199.941521,85.613469,0.000000
121,041--,W1,199.941521,97.424493,0.000000
122,041--,W1,199.941521,90.206645,0.000000
123,041--,W1,199.941521,93.815569,0.000000
124,041--,W1,199.941521,109.235517,0.000000
125,041--,W1,199.941521,102.017669,0.000000
126,041--,W1,199.941521,105.626593,0.000000
127,041--,W1,199.941521,121.046540,0.000000
128,041--,W1,199.941521,113.828693,0.000000
129,041--,W1,199.941521,117.437616,0.000000
130,041--,T,145.302331,164.690541,0.000000
131,041--,S,149.417425,164.690541,0.000000
132,041--,B,147.308750,164.690541,0.000000
133,041--,M,153.566605,164.690541,0.000000
134,041--,W,151.457929,164.690541,0.000000
135,041--,ALSO EXT'G CUPBOARD REPLACED BY,177.169590,162.761239,0.000000
136,041--,"FLOOR TILES APPROVED BY PSM, AND",177.169590,163.837515,0.000000
137,041--,REPLACE EXT'G GLAZED WALL TILES &,177.169590,164.899882,0.000000
138,041--,NEW ONES,177.169590,161.691299,0.000000
139,ADA020_ _,B,36.039088,105.474051,0.000000
140,ADA020_ _,A,112.433476,41.503794,0.000000
141,ADA020_ _,C,112.433476,180.318295,0.000000
142,ADA020_ _,D,209.687304,105.474051,0.000000
143,041--,REPLACE EXT'G WALL TILES WITH NEW,247.376061,157.664602,0.000000
144,041--,REPLACE ALL EXT'G TOILET CUBICLE WITH,247.376061,145.150294,0.000000
145,041--,REPLACE EXT'G MIRROR WITH NEW ONES,247.376061,146.943209,0.000000
146,041--,ALL WATER SUPPLY PIPES AND WASTE PIPES,247.376061,148.757732,0.000000
147,041--,REPLACE ALL EXT'G SANITARY FITTINGS INCL.,247.376061,149.820099,0.000000
148,041--,SUPPLY & LAY WATER PROOFING LIQUID,247.376061,153.736012,0.000000
149,041--,"TYPE ""B1"" BEFORE LAYING FLOOR TILE",247.376061,152.673645,0.000000
150,041--,200x200mm GLAZED CERAMIC WALL TILES,247.376061,156.602234,0.000000
151,041--,W,242.347076,145.150294,0.000000
152,041--,PROPRIETARY TOILET CUBICLE,247.376061,144.087927,0.000000
153,041--,M,242.347076,146.943209,0.000000
154,041--,S,242.347076,149.820099,0.000000
155,041--,B,242.347076,153.736012,0.000000
156,041--,& SCREED,247.376061,151.597369,0.000000
157,041--,T,242.426603,157.664602,0.000000
158,041--,INCLUDING BACKING SCREED,247.376061,155.525958,0.000000
159,ADA010_ _,%%ULEGENDS & ABBREVIATIONS%%U:-,239.969372,173.225881,0.000000
160,041--,REPLACE EXT'G PVC FLOOR TILES WITH,247.376061,162.693601,0.000000
161,041--,"NEW 300x300mm ""FIANDRE"" ""GRANITI""",247.376061,161.631234,0.000000
162,041--,HOMOGENEOUS FLOOR TILES WITH BACKING,247.376061,160.554958,0.000000
163,041--,300x300mm MATT SURFACE FLOOR TILES,247.376061,165.591233,0.000000
164,041--,REPLACE EXT'G FLOOR TILE WITH NEW,247.376061,166.653601,0.000000
165,041--,REPLACE EXT'G FLOOR FINISH WITH NEW,247.376061,170.613600,0.000000
166,041--,SCREED,247.376061,159.485017,0.000000
167,041--,PVC FLOOR TILE,247.376061,169.551233,0.000000
168,041--,CONTRACTOR SHALL MAKE GOOD ALL AFFECTED AREAS TO,243.099296,180.820902,0.000000
169,041--,EXACT DIMENSIONS AND LOCATIONS TO BE CHECKED ON SITE.,243.099296,182.790015,0.000000
170,041--,3.,240.665247,180.820902,0.000000
171,041--,MATCH WITH EXISTING.,243.099296,179.754326,0.000000
172,041--,1.,240.665247,184.758519,0.000000
173,041--,ALL DIMENSIONS ARE IN mm.,243.099296,184.758519,0.000000
174,041--,2.,240.665247,182.790015,0.000000
175,ADA010_ _,%%UGENERAL NOTES%%U:-,239.969372,187.000982,0.000000
176,041--,REPAINTING TO,159.478567,164.867336,0.000000
177,041--,EXTERNAL WALL,159.478567,163.808770,0.000000
178,041--,REPAINTING TO,146.770286,152.327458,0.000000
179,041--,EXTERNAL WALL,146.770286,151.268892,0.000000
180,041--,EXTERNAL WALL,145.747229,104.549445,0.000000
181,041--,REPAINTING TO,145.747229,105.608011,0.000000
182,041--,REPAINTING TO EXTERNAL WALL,23.519080,138.485068,0.000000
183,ADA040_A,AHU ROOM 2,54.363872,144.158840,0.000000
184,ADA040_A,AHU ROOM,127.935513,108.470077,0.000000
185,ADA040_A,Service Lift,63.765936,109.286695,0.000000
186,ADA040_A,Passenger Lift,183.775684,151.811563,0.000000
187,ADA040_A,AHU ROOM 3,78.145222,143.952592,0.000000
188,ADA040_A,AHU ROOM 4,64.143417,71.632917,0.000000
189,ADA040_A,AHU ROOM 4,98.179448,73.596578,0.000000
190,ADA040_A,AHU ROOM 4,125.641559,73.132595,0.000000
191,ADA040_A,AHU ROOM 4,101.245202,51.705125,0.000000
