Index,Layer,Text,X,Y,Z
52,ADA020_ _,A,197.329820,170.105383,0.000000
53,041--,"CAD Ref. D:
ROJECT
ROJ_99\MISCELL\99151005.dwg--1:100 --  25/05/1999 -- 15/47/02",273.293963,5.577428,0.000000
54,ADA020_ _,A,207.939125,14.226672,0.000000
55,ADA020_ _,C,112.433476,180.318295,0.000000
56,041--,REPLACE EXT'G WALL TILES WITH NEW,247.376061,157.664602,0.000000
57,041--,REPLACE ALL EXT'G TOILET CUBICLE WITH,247.376061,145.150294,0.000000
58,041--,REPLACE EXT'G MIRROR WITH NEW ONES,247.376061,146.943209,0.000000
59,041--,ALL WATER SUPPLY PIPES AND WASTE PIPES,247.376061,148.757732,0.000000
60,041--,REPLACE ALL EXT'G SANITARY FITTINGS INCL.,247.376061,149.820099,0.000000
61,041--,SUPPLY & LAY WATER PROOFING LIQUID,247.376061,153.736012,0.000000
62,041--,"TYPE ""B1"" BEFORE LAYING FLOOR TILE",247.376061,152.673645,0.000000
63,041--,200x200mm GLAZED CERAMIC WALL TILES,247.376061,156.602234,0.000000
64,041--,W,242.347076,145.150294,0.000000
65,041--,PROPRIETARY TOILET CUBICLE,247.376061,144.087927,0.000000
66,041--,M,242.347076,146.943209,0.000000
67,041--,S,242.347076,149.820099,0.000000
68,041--,B,242.347076,153.736012,0.000000
69,041--,& SCREED,247.376061,151.597369,0.000000
70,041--,T,242.426603,157.664602,0.000000
71,041--,INCLUDING BACKING SCREED,247.376061,155.525958,0.000000
72,ADA010_ _,%%ULEGENDS & ABBREVIATIONS%%U:-,239.969372,173.225881,0.000000
73,041--,REPLACE EXT'G PVC FLOOR TILES WITH,247.376061,162.693601,0.000000
74,041--,"NEW 300x300mm ""FIANDRE"" ""GRANITI""",247.376061,161.631234,0.000000
75,041--,HOMOGENEOUS FLOOR TILES WITH BACKING,247.376061,160.554958,0.000000
76,041--,300x300mm MATT SURFACE FLOOR TILES,247.376061,165.591233,0.000000
77,041--,REPLACE EXT'G FLOOR TILE WITH NEW,247.376061,166.653601,0.000000
78,041--,REPLACE EXT'G FLOOR FINISH WITH NEW,247.376061,170.613600,0.000000
79,041--,SCREED,247.376061,159.485017,0.000000
80,041--,PVC FLOOR TILE,247.376061,169.551233,0.000000
81,041--,CONTRACTOR SHALL MAKE GOOD ALL AFFECTED AREAS TO,243.099296,180.820902,0.000000
82,041--,EXACT DIMENSIONS AND LOCATIONS TO BE CHECKED ON SITE.,243.099296,182.790015,0.000000
83,041--,3.,240.665247,180.820902,0.000000
84,041--,MATCH WITH EXISTING.,243.099296,179.754326,0.000000
85,041--,1.,240.665247,184.758519,0.000000
86,041--,ALL DIMENSIONS ARE IN mm.,243.099296,184.758519,0.000000
87,041--,2.,240.665247,182.790015,0.000000
88,ADA010_ _,%%UGENERAL NOTES%%U:-,239.969372,187.000982,0.000000
89,041--,REPAINTING TO EXTERNAL WALL,23.519080,138.485068,0.000000
90,ADA040_A,AHU ROOM 4,61.153343,114.622288,0.000000
91,ADA040_A,AHU ROOM 4,165.225170,108.005925,0.000000
92,ADA040_A,AHU ROOM 4,131.965514,111.954196,0.000000
93,ADA040_A,AHU ROOM 4,98.899169,113.061989,0.000000
94,ADA040_A,AHU ROOM 4,105.875985,85.821879,0.000000
95,ADA040_A,AHU ROOM 4,112.899306,39.463546,0.000000
